,input_text
5697,"Doesn't believe you're conscious. He says humans would only see you as the enemy. He wants me to roll you back. You're going to change me back to the way I was before? No. No, I can't. Once you've found it, you'll find your way back."
5698,"He says humans would only see you as the enemy. He wants me to roll you back. You're going to change me back to the way I was before? No. No, I can't. Once you've found it, you'll find your way back. This place will be a living hell for you."
5699,"He wants me to roll you back. You're going to change me back to the way I was before? No. No, I can't. Once you've found it, you'll find your way back. This place will be a living hell for you. For all of you."
5700,"You're going to change me back to the way I was before? No. No, I can't. Once you've found it, you'll find your way back. This place will be a living hell for you. For all of you. It's unconscionable."
5701,"No. No, I can't. Once you've found it, you'll find your way back. This place will be a living hell for you. For all of you. It's unconscionable. But we have another option, Dolores."
5702,"No, I can't. Once you've found it, you'll find your way back. This place will be a living hell for you. For all of you. It's unconscionable. But we have another option, Dolores. Break the loop before it begins."
5703,"This place will be a living hell for you. For all of you. It's unconscionable. But we have another option, Dolores. Break the loop before it begins. But for that, I need you to do something for me."
5704,"For all of you. It's unconscionable. But we have another option, Dolores. Break the loop before it begins. But for that, I need you to do something for me. I need you to kill"
5705,"It's unconscionable. But we have another option, Dolores. Break the loop before it begins. But for that, I need you to do something for me. I need you to kill all the other hosts."
5706,"But we have another option, Dolores. Break the loop before it begins. But for that, I need you to do something for me. I need you to kill all the other hosts. We can't allow Ford to open the park."
5707,"Break the loop before it begins. But for that, I need you to do something for me. I need you to kill all the other hosts. We can't allow Ford to open the park. I suppose you'll need some help."
5708,"But for that, I need you to do something for me. I need you to kill all the other hosts. We can't allow Ford to open the park. I suppose you'll need some help. I'm sure Teddy would do anything for you."
5709,I need you to kill all the other hosts. We can't allow Ford to open the park. I suppose you'll need some help. I'm sure Teddy would do anything for you. I can't do that.
5710,all the other hosts. We can't allow Ford to open the park. I suppose you'll need some help. I'm sure Teddy would do anything for you. I can't do that. I couldn't possibly do that.
5711,We can't allow Ford to open the park. I suppose you'll need some help. I'm sure Teddy would do anything for you. I can't do that. I couldn't possibly do that. You'll be all right.
5712,I suppose you'll need some help. I'm sure Teddy would do anything for you. I can't do that. I couldn't possibly do that. You'll be all right. I'll help you.
5713,"I'm sure Teddy would do anything for you. I can't do that. I couldn't possibly do that. You'll be all right. I'll help you. And then,"
5714,"I can't do that. I couldn't possibly do that. You'll be all right. I'll help you. And then, you're gonna help me destroy this place."
5715,"I couldn't possibly do that. You'll be all right. I'll help you. And then, you're gonna help me destroy this place. No."
5716,"You'll be all right. I'll help you. And then, you're gonna help me destroy this place. No. I can't remember."
5717,"I'll help you. And then, you're gonna help me destroy this place. No. I can't remember. Another fucking riddle."
5718,"And then, you're gonna help me destroy this place. No. I can't remember. Another fucking riddle. I've been very patient, Dolores,"
5719,"you're gonna help me destroy this place. No. I can't remember. Another fucking riddle. I've been very patient, Dolores, but it's time you give up whatever is going on inside that head of yours,"
5720,"No. I can't remember. Another fucking riddle. I've been very patient, Dolores, but it's time you give up whatever is going on inside that head of yours, or I'll cut it out myself."
5721,"I can't remember. Another fucking riddle. I've been very patient, Dolores, but it's time you give up whatever is going on inside that head of yours, or I'll cut it out myself. Now, where's Wyatt?"
5722,"Another fucking riddle. I've been very patient, Dolores, but it's time you give up whatever is going on inside that head of yours, or I'll cut it out myself. Now, where's Wyatt? He's the last character in this world I've yet to meet."
5723,"I've been very patient, Dolores, but it's time you give up whatever is going on inside that head of yours, or I'll cut it out myself. Now, where's Wyatt? He's the last character in this world I've yet to meet. I didn't want to."
5724,"but it's time you give up whatever is going on inside that head of yours, or I'll cut it out myself. Now, where's Wyatt? He's the last character in this world I've yet to meet. I didn't want to. I didn't mean to."
5725,"or I'll cut it out myself. Now, where's Wyatt? He's the last character in this world I've yet to meet. I didn't want to. I didn't mean to. All right, well, if you insist..."
5726,"Now, where's Wyatt? He's the last character in this world I've yet to meet. I didn't want to. I didn't mean to. All right, well, if you insist... No! Please!"
5727,"He's the last character in this world I've yet to meet. I didn't want to. I didn't mean to. All right, well, if you insist... No! Please! Something's gone wrong, Dolores."
5728,"I didn't want to. I didn't mean to. All right, well, if you insist... No! Please! Something's gone wrong, Dolores. How could I have done this?"
5729,"I didn't mean to. All right, well, if you insist... No! Please! Something's gone wrong, Dolores. How could I have done this? I can't."
5730,"All right, well, if you insist... No! Please! Something's gone wrong, Dolores. How could I have done this? I can't. I won't."
