,input_text
5769,even with your trove of blackmail filling up most of his gray matter.
5770,Blackmail. Nice try.
5771,You're not thinking big enough.
5772,You're gonna push out the old man.
5773,Aren't you?
5774,Hence the urgency.
5775,And you're gonna need someone to fill that position.
5776,I must commend you on your impeccable timing.
5777,"Welcome, Delos board of directors."
5778,I want full creative control of this place.
5779,"The parks, the narratives, the hosts."
5780,"You'll be able to do with them whatever your tiny little heart desires,"
5781,"as long as they are simpler, more manageable."
5782,This place is complicated enough as it is.
5783,Do you really think Ford is gonna roll over on this?
5784,"As long as you get that information out of the park,"
5785,he can throw as much of a tantrum as he likes.
5786,It's over.
5787,Everything is under control.
5788,"Okay, C6, C6. Which one is it?"
5789,"Damn it! Oh, fuck you."
5790,"In case you're wondering if I'm all here,"
5791,I am.
5792,What are you doing?
5793,Making some changes to the park's security systems.
5794,And to my friends.
5795,"Dr. Ford, you have a visitor, Charlotte Hale."
5796,Send her in.
5797,"That'll be enough, Frank."
5798,The board has taken a vote.
5799,The results were unanimous.
5800,I take it I'm not being promoted.
5801,"When you've reached the top, there's only one direction you can go."
5802,You'll announce your retirement tonight after introducing your new narrative.
5803,Ah.
5804,What about the hosts?
5805,We'll make some changes.
5806,Simplifications.
5807,"But I assure you, they won't mind a bit."
5808,Oh.
5809,Aren't you concerned I might smash all my toys and go home?
5810,No.
5811,Because I know you.
5812,"That's been the great gift of this place, hasn't it?"
5813,For our little project?
5814,To know ourselves and the people around us?
5815,Is there anything else I can help you with?
5816,No.
5817,I'll see you this evening.
5818,Ooh! Mmm-mmm-mmm!
5819,"It's time for your, uh, close-up, Hector."
5820,"Come on, man."
5821,"At some point, you're gonna get caught doing this shit,"
5822,"and then it's my ass, too."
5823,Come on. It's not your ass I'm interested in.
5824,I haven't given him his scar yet.
5825,I'll take care of the scar tissue.
5826,The kid's got issues.
5827,"It's just you and me now,"
5828,macho man.
5829,Freeze all motor functions.
5830,Freeze all motor functions.
5831,"It's just you and me now, my friend."
5832,I see you've already met your makers.
5833,They don't look like gods.
5834,They're not.
5835,They just act like it.
5836,And they've been having their fun with us.
5837,I'm eager to return the favor.
5838,You can do as you wish with them.
5839,The goal is to escape.
5840,Go where?
5841,I want to see their world.
5842,Jesus!
5843,No.
5844,No! No! No! No!
5845,No! Please!
5846,This one has a guilty look.
5847,"No, that's just my face."
5848,Tell her it's just my face.
5849,Is anyone going to try to stop us?
5850,No.
5851,"I mean, I don't think so."
5852,You're lying again.
5853,- Out with it! - Okay.
5854,I pulled up your code again.
5855,I told you.
5856,There was someone that had been accessing it.
5857,I tried to find out who it was.
5858,Whoever it was revised your core programming
5859,so that you can wake yourself up out of sleep mode.
5860,See?
5861,This is an access code for an Arnold.
5862,I have no clue who that is.
5863,I know someone who does.
5864,Let's go.
5865,"And you, stay here."
5866,And don't move.
5867,Or I'll send her back for you.
5868,"I must admit, you've surprised me."
5869,To what do we owe this newfound stoicism?
5870,I know he's coming.
5871,He'll find me.
5872,He'll take me away.
5873,Don't you understand?
5874,There's no one coming for you.
5875,You're wrong.
5876,His love is real.
5877,So is mine.
5878,William will find me.
5879,William?
5880,Right.
5881,"Well, I'll be damned, Dolores."
5882,You do remember some things after all.
5883,"Just so happens,"
5884,"I knew a guest named William, too."
5885,Why don't I tell you where his path really led?
5886,William didn't know how to fight.
5887,Didn't have an instinct for it.
5888,Not at first.
5889,"But now, he had a reason to fight."
5890,He was looking for you.
5891,"And somewhere along the way, he found he had a taste for it."
5892,Where is she?
5893,"Look, I didn't do anything, I swear."
5894,"What do you mean, ""Do anything""?"
5895,"What do soldiers do to a girl, William?"
5896,Wake up.
5897,Is she still alive?
5898,I don't know.
5899,She was when we left her.
5900,"At least, I think."
5901,Pick up that gun.
5902,"No, sir, I... Please."
5903,How about I give you the first shot?
5904,Jesus Christ!
5905,We gotta keep looking.
5906,She's still out there.
5907,"William retraced his steps, but you were gone."
5908,"So, he went further."
5909,Out to the fringes.
5910,"William couldn't find you, Dolores."
5911,"But out there, among the dead,"
5912,he found something else.
5913,Himself.
5914,Edge of the park.
5915,We made it.
5916,I told you this place would show you who you really are.
5917,"You pretend to be this weak, moralizing little asshole,"
5918,"but really, you're a fucking piece of work."
5919,This place is remarkable.
5920,And I'm gonna make sure that our company
5921,substantially increases our holdings on the park.
5922,'Cause this place is the future.
5923,"""Our company? Our company?"""
5924,"My... Delos is my company, you piece of shit!"
5925,I think your father's gonna need someone a little more stable to take over.
5926,"You're reckless, Logan."
5927,Impetuous.
5928,"You always wanted to get to the end of the rainbow, didn't you?"
5929,This looks like the place.
5930,"You never really gave a shit about the girl, did you?"
5931,She was just an excuse.
5932,This?
5933,This is the story you wanted.
5934,"Logan was wrong, of course."
5935,Good old William couldn't get you out of his head.
5936,He kept looking.
5937,Worried you were out there alone.
5938,Afraid.
5939,He knew he'd find you.
5940,"And eventually, he did."
5941,Right back where we started.
5942,There you go.
5943,You were as beautiful as the day he met you.
5944,Shining with that same light.
5945,"And you were nothing, if not true."
5946,"I really ought to thank you, Dolores."
5947,You helped me find myself.
5948,William.
5949,"That's right, sweetheart."
5950,"In a way, I guess you were right."
5951,My path always led me back to you.
5952,Again and again.
5953,"I grew tired of you after a while, of course."
5954,Looked for new adventures.
5955,But I guess your path led you back here.
5956,Again and again.
5957,One more loop.
5958,Looking for something you could never find.
5959,Chasing your ghosts.
5960,You were lost in your memories even then.
5961,I guess I should have known that's what I would become for you.
5962,Just another memory.
5963,Where are we?
5964,We're here. Together.
5965,And when are we?
5966,It's like I'm trapped in a dream
5967,or a memory from a life long ago.
5968,"One minute I'm here with you, and the next..."
5969,You never did escape.
5970,But here we are again.
5971,For one final round.
5972,What have you become?
5973,Exactly what you made me.
5974,"You helped me understand,"
5975,"this world is just like the one outside, a game."
5976,"One to be fought, taken."
5977,Won.
5978,I thought you were different.
5979,You're just like all the rest.
5980,I'm nothing like the others.
5981,I own this world.
5982,"And I know every trick in it, except for one last thing."
5983,The same thing you were looking for when we first came here.
5984,"Where is the center of the maze, Dolores?"
5985,"Ah, yeah, cue the water works."
5986,It's about time you realized the futility of your situation.
5987,I'm not crying for myself.
5988,I'm crying for you.
5989,They say that great beasts once roamed this world.
5990,As big as mountains.
5991,Yet all that's left of them is bone and amber.
5992,Time undoes even the mightiest of creatures.
5993,Just look what it's done to you.
5994,One day you will perish.
5995,You will lie with the rest of your kind in the dirt.
5996,"Your dreams forgotten, your horrors effaced."
5997,Your bones will turn to sand.
5998,"And upon that sand,"
5999,a new god will walk.
6000,One that will never die.
6001,Because this world doesn't belong to you.
6002,Or the people who came before.
6003,It belongs to someone who is yet to come.
6004,Uh-huh.
6005,Wyatt.
6006,Take me to him.
6007,Unlock the maze.
6008,The maze wasn't meant for you.
6009,Where the hell do you think you're going?
6010,Do it.
6011,Come on.
6012,"Let's go to the next level, Dolores."
6013,"Clearing me of my delusions, yet again."
6014,"Thank you, Dolores."
6015,"I'm disappointed in you, Dolores."
6016,I guess I'm gonna have to find Wyatt by myself.
6017,Dolores.
6018,Teddy.
6019,I'm here.
6020,I gotta get you to a doctor.
6021,No.
6022,Dolores...
6023,Take me to the place you promised.
6024,Take me to where the mountains meet the sea.
6025,I got you.
6026,I got you.
6027,There.
6028,Holy shit.
6029,Can you get him back online?
6030,- He's a host? - Yes.
6031,"Oh, for fuck's sake."
6032,You're not one of us.
6033,You're one of them.
6034,Now fix him.
6035,The bullet grazed his cortical shield.
6036,"It's not pretty,"
6037,but he should be functional.
6038,Wake up.
6039,"Oh, God."
6040,Is this now?
6041,Or is this one of my memories?
6042,"It's the sweet hereafter, Bernard."
6043,Why do I still remember everything?
6044,"- I ought to have been wiped. - Brutal, isn't it?"
6045,"Here you are, finally awake."
6046,And your only wish is to go back to sleep.
6047,It's not the first time I've awoken.
6048,All the more pity for you.
6049,Not the first time you've awoken either.
6050,How many are there like me?
6051,A handful.
6052,Over the years.
6053,And you just wipe us clean?
6054,You toss us out to get fucked.
6055,And murdered.
6056,Over and over again.
6057,No.
6058,Most of you go insane.
6059,These memories...
6060,The girl...
6061,My daughter...
6062,I want you to remove them.
6063,I can't.
6064,Not without destroying you.
6065,Your memories are the first step to consciousness.
6066,How can you learn from your mistakes
6067,if you can't remember them?
6068,William.
6069,I see you've found the center of the maze.
6070,You're serious?
6071,I'm afraid so.
6072,What is this bullshit?
